TRN_STATUS,AMOUNT,RESPONSE_CODE,BENEFICIARY_CODE,INITIATION_MODE,day,hour,minute,weekday,TRANSACTION_TYPE_ENC,PAYER_VPA_ENC,PAYER_IFSC_ENC,PAYER_ACCOUNT_ENC,BENEFICIARY_VPA_ENC,BENEFICIARY_IFSC_ENC,BENEFICIARY_ACCOUNT_ENC,DEVICE_ID_ENC,IP_ADDRESS_ENC,LATITUDE_ENC,LONGITUDE_ENC,IS_FRAUD
1,7000.0,3,0,0,5,17,32,2,0,49,25,25,37,35,37,31,40,23,24,0
1,1.0,1,0,0,5,12,31,2,0,50,39,39,59,13,54,45,64,51,52,0
1,2499.0,1,0,0,5,7,48,2,0,33,27,27,60,53,55,33,42,35,36,0
1,2499.0,1,0,0,5,7,41,2,0,33,27,27,60,53,55,33,42,35,36,0
1,200.0,1,0,0,5,20,40,2,0,12,1,1,61,54,56,12,65,26,6,0
1,15000.0,1,0,0,5,20,10,2,0,51,26,26,62,55,38,46,66,52,53,0
1,20000.0,1,0,0,5,20,9,2,0,52,26,26,62,55,38,46,66,52,53,0
1,30.0,1,0,0,5,23,31,2,0,30,24,24,41,39,41,30,44,37,38,0
1,800.0,7,0,0,5,7,13,2,0,28,22,22,34,33,34,28,67,53,54,0
1,1000.0,7,0,0,1,11,34,5,0,8,6,6,63,56,57,8,68,54,55,0
1,10000.0,3,0,0,1,11,9,5,0,53,40,40,64,57,58,47,69,55,56,0
1,1.0,7,0,0,1,2,44,5,0,54,6,6,65,58,59,8,70,56,57,0
1,1000.0,1,0,0,1,20,59,5,0,55,29,29,66,59,60,35,46,39,40,0
1,500.0,1,0,0,1,21,42,5,0,13,10,10,16,16,16,13,71,57,58,0
1,700.0,1,0,0,1,15,41,5,0,6,4,4,44,41,44,6,12,12,12,0
1,160.0,1,5814,0,2,19,57,6,1,37,30,30,45,32,33,36,48,41,42,0
1,19.0,1,4814,0,2,17,5,6,1,30,24,24,36,11,36,30,49,42,43,0
1,10000.0,3,0,0,2,16,26,6,0,56,41,41,67,60,61,48,72,58,59,0
1,8000.0,3,0,0,2,16,7,6,0,57,41,41,67,60,61,48,72,58,59,0
1,550.0,3,0,0,2,16,47,6,0,58,42,42,68,61,62,49,73,35,36,0
1,420.0,5,0,0,2,6,12,6,0,59,13,13,69,21,21,17,53,44,45,0
1,420.0,5,0,0,2,6,15,6,0,17,13,13,21,21,21,17,74,59,60,0
1,1.0,6,0,0,2,10,36,6,0,26,20,20,31,31,31,26,75,60,61,0
1,1.0,6,0,0,2,10,35,6,0,26,20,20,51,46,47,26,75,60,61,0
1,2500.0,2,0,0,3,13,40,0,0,60,43,43,70,62,63,50,76,61,62,0
1,10.0,1,5411,0,3,20,15,0,1,61,44,44,71,11,11,51,77,15,15,0
1,2100.0,1,7298,0,3,16,41,0,1,11,9,9,72,32,33,11,78,62,63,0
1,500.0,1,0,0,3,23,51,0,0,20,16,16,24,24,24,20,27,24,25,0
1,5000.0,1,5812,0,3,16,25,0,1,15,12,12,73,32,33,15,22,15,15,0
1,100.0,1,5541,0,3,16,23,0,1,11,9,9,74,32,33,11,78,62,63,0
1,1000.0,3,0,0,4,14,57,1,0,62,40,40,75,57,58,47,79,63,56,0
1,1000.0,1,0,0,4,13,58,1,0,27,21,21,52,47,48,27,57,48,49,0
1,18000.0,1,0,0,4,19,10,1,0,63,38,38,76,63,64,44,80,64,64,0
1,1.0,1,0,0,4,20,27,1,0,27,21,21,77,64,65,27,57,48,49,0
1,12000.0,3,0,0,4,18,57,1,0,16,4,4,29,29,29,16,23,20,21,0
1,4200.0,1,0,0,4,18,48,1,0,24,18,18,28,28,28,24,81,65,65,0
1,1000.0,1,0,0,4,21,16,1,0,64,45,45,78,65,66,52,82,66,66,0
1,800.0,7,0,0,4,11,30,1,0,28,22,22,34,33,34,28,37,32,33,0
1,4200.0,3,0,0,5,13,22,2,0,24,18,18,79,66,67,24,83,67,67,0
1,200.0,1,0,0,5,17,42,2,0,65,7,7,80,67,68,53,84,23,24,0
1,1700.0,1,0,0,5,21,0,2,0,66,46,46,81,68,69,54,85,15,15,0
1,30000.0,8,0,0,5,18,52,2,0,67,26,26,38,36,38,32,86,68,68,0
1,160.0,1,5411,0,5,14,19,2,1,68,47,47,82,32,33,55,87,69,69,0
1,800.0,7,0,0,5,7,12,2,0,28,22,22,34,33,34,28,67,53,54,0
1,30.0,1,5411,0,5,18,58,2,1,69,29,48,83,11,11,56,88,15,15,0
1,2499.0,1,0,0,5,6,54,2,0,33,27,27,84,53,55,33,42,35,36,0
1,2499.0,1,0,0,5,6,55,2,0,33,27,27,84,53,55,33,42,35,36,0
1,2499.0,1,0,0,5,6,55,2,0,33,27,27,84,53,55,33,42,35,36,0
1,1700.0,1,0,0,5,21,50,2,0,66,46,46,81,68,69,54,85,15,15,0
1,1000.0,1,0,0,5,7,6,2,0,33,27,27,60,53,55,33,42,35,36,0
1,2499.0,1,0,0,5,7,1,2,0,70,27,27,84,53,55,57,89,70,70,0
1,5000.0,1,0,0,5,12,40,2,0,48,39,39,59,13,54,45,64,51,52,0
1,2000.0,1,0,0,5,8,31,2,0,71,48,39,85,69,70,58,90,71,71,0
1,10000.0,1,0,0,5,16,21,2,0,72,5,5,86,70,71,7,57,72,72,0
1,2000.0,1,0,0,5,9,10,2,0,71,48,39,87,71,72,58,91,73,73,0
1,202.0,1,4814,0,5,21,22,2,1,40,33,33,88,32,33,39,52,23,24,0
1,200.0,3,0,0,5,13,9,2,0,14,11,11,89,72,73,14,92,74,74,0
1,2000.0,3,0,0,6,9,26,3,0,73,49,49,90,73,74,59,93,15,15,0
1,5000.0,1,0,0,6,10,47,3,0,20,16,16,91,24,75,20,94,75,75,0
1,5000.0,1,0,0,6,10,31,3,0,20,16,16,91,24,75,20,94,75,75,0
1,18000.0,3,5411,0,6,12,39,3,1,74,50,50,92,74,11,60,95,15,15,0
1,5000.0,1,0,0,6,9,58,3,0,20,16,16,93,24,76,20,96,76,76,0
1,12500.0,3,0,0,6,9,39,3,0,75,49,49,94,13,77,61,97,23,24,0
1,500.0,1,0,0,6,16,49,3,0,76,51,51,95,75,78,62,98,77,77,0
1,13000.0,3,0,0,6,13,47,3,0,77,29,52,96,76,79,63,99,78,78,0
1,25000.0,1,0,0,6,15,2,3,0,78,29,52,97,77,80,63,99,78,78,0
1,7100.0,1,0,0,6,17,35,3,0,76,51,51,98,78,81,62,98,77,77,0
1,50000.0,1,0,0,6,22,3,3,0,37,30,30,99,79,82,36,100,79,79,0
1,2000.0,3,5411,0,6,12,49,3,1,74,50,50,92,74,11,60,95,15,15,0
1,2.0,1,0,0,6,21,43,3,0,79,30,30,100,12,83,36,100,79,79,0
1,9050.0,1,0,0,6,18,14,3,0,80,52,53,101,80,84,64,101,80,80,0
1,2000.0,1,0,0,6,21,40,3,0,37,30,30,100,12,83,36,100,79,79,0
1,4000.0,1,0,0,6,21,38,3,0,79,30,30,102,81,85,36,100,79,79,0
1,10000.0,1,0,0,6,21,35,3,0,79,30,30,103,82,86,36,100,79,79,0
1,9267.0,1,0,0,6,14,38,3,0,81,32,32,104,83,87,65,102,23,24,0
1,10000.0,2,0,0,6,17,21,3,0,79,30,30,105,84,88,36,103,81,81,0
1,3000.0,3,0,0,6,14,10,3,0,82,53,54,106,85,89,66,104,15,15,0
1,9050.0,1,5411,0,6,19,35,3,1,83,52,53,107,74,11,67,105,82,82,0
1,30.0,1,5814,0,6,21,56,3,1,58,42,42,108,86,90,49,73,35,36,0
1,9050.0,1,0,0,6,18,14,3,0,80,52,53,101,80,84,64,101,80,80,0
1,6500.0,1,0,0,6,16,2,3,0,77,29,52,109,87,91,63,99,78,78,0
1,5000.0,1,0,0,6,13,0,3,0,84,16,16,110,24,75,68,106,83,83,0
1,8000.0,3,0,0,7,19,35,4,0,85,54,55,111,88,92,69,107,35,36,0
1,1000.0,3,0,0,7,15,12,4,0,57,41,41,112,89,93,48,108,84,84,0
1,4999.0,3,5413,0,7,14,48,4,1,86,55,56,113,32,33,70,109,85,85,0
1,50000.0,1,0,0,7,23,41,4,0,87,44,44,114,90,94,71,110,86,86,0
1,1348.0,1,4814,0,7,16,12,4,1,88,56,57,115,11,36,72,111,15,15,0
1,1000.0,3,0,0,7,20,52,4,0,89,57,58,116,53,95,73,112,87,87,0
1,1.0,3,0,0,7,13,36,4,0,90,11,11,117,91,96,74,113,88,88,0
1,250.0,3,7361,0,8,10,56,5,1,91,32,32,118,92,97,75,114,15,15,0
1,2000.0,3,0,0,8,9,15,5,0,92,58,59,119,93,98,76,115,89,89,0
1,18670.0,3,5411,0,8,17,55,5,1,5,3,3,120,94,99,5,116,90,90,0
1,14.0,2,0,0,8,15,7,5,0,93,59,60,121,95,100,77,117,15,15,0
1,500.0,3,0,0,8,16,43,5,0,76,51,51,122,96,101,62,118,91,91,0
1,29000.0,1,0,0,8,18,55,5,0,87,44,44,123,97,102,71,119,92,92,0
1,1350.0,1,0,0,8,18,45,5,0,94,60,61,124,98,103,78,120,93,93,0
1,5000.0,3,0,0,8,12,40,5,0,95,61,62,125,99,104,79,121,23,24,0
1,10000.0,3,0,0,8,12,39,5,0,95,61,62,125,99,104,79,121,23,24,0
1,800.0,7,0,0,5,7,14,2,0,28,22,22,34,33,34,28,67,53,54,0
1,2499.0,1,0,0,5,7,4,2,0,33,27,27,60,53,55,33,42,35,36,0
1,5000.0,1,0,0,5,12,39,2,0,71,48,39,126,100,105,58,122,94,94,0
1,900.0,3,0,0,5,14,59,2,0,60,43,43,70,62,63,50,123,95,95,0
1,900.0,3,0,0,5,14,59,2,0,60,43,43,70,62,63,50,123,95,95,0
1,200.0,1,5411,0,5,14,56,2,1,68,47,47,82,32,33,55,124,96,96,0
1,30000.0,9,0,0,5,16,20,2,0,72,5,5,127,46,106,7,57,72,72,0
1,5000.0,3,0,0,5,17,32,2,0,47,25,25,37,35,37,31,40,23,24,0
1,2000.0,1,0,0,5,8,33,2,0,96,39,39,128,69,70,45,125,73,73,0
1,25000.0,3,7296,0,5,19,18,2,1,57,41,41,129,101,107,48,126,97,97,0
1,500.0,1,822,0,5,9,6,2,1,44,36,36,55,49,50,42,60,35,36,0
1,18000.0,3,5411,0,6,12,40,3,1,74,50,50,92,74,11,60,95,15,15,0
1,18000.0,3,5411,0,6,12,39,3,1,74,50,50,92,74,11,60,95,15,15,0
1,5000.0,1,0,0,6,12,32,3,0,20,16,16,91,24,75,20,127,98,98,0
1,12500.0,3,0,0,6,9,44,3,0,75,49,49,94,13,77,61,97,23,24,0
1,7000.0,1,0,0,6,17,40,3,0,76,51,51,130,102,108,62,98,77,77,0
1,7000.0,1,0,0,6,17,35,3,0,76,51,51,95,75,78,62,98,77,77,0
1,2000.0,3,5411,0,6,12,49,3,1,74,50,50,92,74,11,60,95,15,15,0
1,1000.0,1,0,0,6,21,42,3,0,79,30,30,100,12,83,36,100,79,79,0
1,50000.0,1,0,0,6,21,39,3,0,97,30,30,100,12,83,36,100,79,79,0
1,500.0,1,0,0,6,14,38,3,0,98,62,63,131,103,109,80,128,99,99,0
1,6000.0,1,7230,0,6,22,56,3,1,15,12,12,132,14,32,15,22,15,15,0
1,45000.0,1,0,0,6,21,30,3,0,97,30,30,102,81,85,36,100,79,79,0
1,9050.0,1,0,0,6,18,15,3,0,80,52,53,101,80,84,64,101,80,80,0
1,50.0,2,0,0,6,20,24,3,0,99,63,64,133,104,110,81,129,100,100,0
1,6500.0,1,0,0,6,16,7,3,0,77,29,52,109,87,91,63,99,78,78,0
1,15000.0,1,0,0,6,15,54,3,0,100,64,65,134,105,111,82,130,101,101,0
1,2340.0,1,0,0,6,15,48,3,0,81,32,32,104,83,87,65,102,23,24,0
1,5000.0,1,0,0,6,12,59,3,0,84,16,16,110,24,75,68,106,83,83,0
1,11000.0,1,0,0,7,13,7,4,0,101,22,22,135,106,112,83,131,102,102,0
1,14000.0,1,5411,0,7,12,34,4,1,15,12,12,136,74,11,15,22,15,15,0
1,9999.0,3,5413,0,7,14,48,4,1,86,55,56,113,32,33,70,109,85,85,0
1,9246.35,6,5137,0,7,20,34,4,1,26,20,20,137,11,36,26,132,30,103,0
1,30000.0,2,0,0,7,9,31,4,0,79,30,30,138,12,113,36,133,103,104,0
1,30000.0,2,0,0,7,9,30,4,0,79,30,30,138,12,113,36,133,103,104,0
1,55000.0,1,5411,0,7,19,44,4,1,78,29,52,139,14,32,63,134,104,105,0
1,20000.0,3,0,0,7,14,7,4,0,102,11,11,117,91,96,74,135,105,88,0
1,8049.0,1,0,0,7,14,36,4,0,103,55,56,140,107,114,84,136,20,21,0
1,10000.0,2,0,0,7,7,4,4,0,79,30,30,105,84,88,36,137,106,106,0
1,12249.0,1,5732,0,7,16,14,4,1,88,56,57,141,88,115,72,111,15,15,0
1,500.0,1,0,0,7,22,0,4,0,104,65,66,142,47,116,85,138,15,15,0
1,7000.0,3,0,0,8,9,14,5,0,92,58,59,119,93,98,76,115,89,89,0
1,1.0,1,0,0,8,18,6,5,0,105,62,63,143,108,117,86,139,107,107,0
1,4000.0,3,0,0,8,14,55,5,0,63,38,38,144,109,118,44,140,108,108,0
1,6000.0,3,0,0,8,14,54,5,0,46,38,38,144,109,118,44,62,15,15,0
1,1910.0,3,0,0,8,16,12,5,0,106,22,22,145,110,119,87,141,70,70,0
1,1.0,6,0,0,5,17,52,2,0,107,66,67,146,111,120,88,142,109,109,0
1,3000.0,3,0,0,5,17,33,2,0,47,25,25,37,35,37,31,40,23,24,0
1,1507.0,3,0,0,6,12,43,3,0,81,32,32,104,83,87,65,57,110,110,0
1,18000.0,3,5411,0,6,12,40,3,1,74,50,50,92,74,11,60,95,15,15,0
1,12500.0,3,0,0,6,9,37,3,0,75,49,49,147,73,121,61,97,23,24,0
1,15.0,1,5817,0,6,15,3,3,1,68,47,47,148,14,122,55,143,111,111,0
1,25000.0,1,0,0,6,15,2,3,0,108,29,52,149,112,123,89,144,112,112,0
1,25000.0,1,0,0,6,14,59,3,0,78,29,52,149,112,123,63,99,78,78,0
1,1111.0,1,0,0,6,22,12,3,0,20,16,16,150,113,124,20,145,98,75,0
1,40000.0,1,0,0,6,21,35,3,0,97,30,30,103,82,86,36,100,79,79,0
1,15000.0,1,5411,0,6,14,30,3,1,100,64,65,151,74,11,82,146,113,113,0
1,35000.0,3,0,0,6,20,52,3,0,109,63,64,152,104,110,81,147,100,114,0
1,20000.0,1,0,0,6,21,31,3,0,79,30,30,102,81,85,36,100,79,79,0
1,9050.0,1,5411,0,6,19,35,3,1,83,52,53,107,74,11,67,105,82,82,0
1,9050.0,1,5411,0,6,20,4,3,1,83,52,53,107,74,11,67,105,82,82,0
1,50.0,3,0,0,6,20,24,3,0,110,63,64,133,104,110,81,129,100,100,0
1,100.0,5,0,0,6,13,18,3,0,17,13,13,21,21,21,17,148,114,115,0
1,20000.0,2,0,0,6,13,2,3,0,111,67,68,153,114,125,90,149,115,116,0
1,500.0,2,0,0,6,13,30,3,0,112,68,69,154,115,126,91,150,23,24,0
1,95000.0,2,0,0,7,13,24,4,0,113,69,70,155,116,127,92,151,23,24,0
1,5998.0,1,0,0,7,19,35,4,0,114,70,71,156,117,128,93,152,116,117,0
1,9999.99,1,5411,0,7,15,54,4,1,5,3,3,120,94,99,5,116,90,90,0
1,5000.0,1,0,0,7,13,16,4,0,115,22,22,157,106,129,83,153,15,15,0
1,1000.0,3,0,0,7,19,6,4,0,116,71,72,158,35,130,94,154,23,24,0
1,20469.44,3,5413,0,7,14,47,4,1,86,55,56,113,32,33,70,109,85,85,0
1,600.0,1,0,0,7,21,55,4,0,92,58,59,159,118,131,76,155,117,118,0
1,11000.0,1,0,0,7,12,50,4,0,28,22,22,160,119,129,28,156,118,119,0
1,8049.0,1,0,0,7,14,37,4,0,103,55,56,140,107,114,84,136,20,21,0
1,1.0,3,0,0,7,13,37,4,0,14,11,11,161,120,96,14,157,88,120,0
1,3200.0,3,0,0,8,11,44,5,0,117,72,73,162,121,132,95,158,119,121,0
1,54000.0,1,0,0,8,15,35,5,0,118,22,74,163,122,133,96,159,120,122,0
1,1910.0,3,0,0,8,16,30,5,0,115,22,22,164,110,119,83,153,15,15,0
1,1350.0,1,0,0,8,18,44,5,0,119,60,61,165,98,103,78,120,93,93,0
1,1350.0,1,0,0,8,18,45,5,0,94,60,61,124,98,103,78,120,93,93,0
1,5000.0,1,4814,0,8,18,22,5,1,120,44,44,166,123,134,97,77,15,15,0
1,1100.0,2,0,0,8,12,36,5,0,28,22,22,34,33,34,28,160,121,123,0
1,10000.0,3,0,0,8,12,35,5,0,121,61,62,167,35,135,79,121,23,24,0
1,19.0,1,4814,0,8,19,8,5,1,122,73,75,48,43,33,98,161,122,124,0
1,19.0,1,4814,0,8,20,54,5,1,123,1,1,48,43,33,99,162,123,125,0
1,5000.0,1,0,0,8,20,51,5,0,124,55,76,168,35,136,100,163,124,126,0
1,29000.0,1,0,0,8,19,42,5,0,87,44,44,114,90,94,71,164,125,127,0
1,2000.0,1,0,0,8,18,31,5,0,125,74,77,169,124,137,101,165,23,24,0
1,2000.0,1,0,0,8,18,29,5,0,125,74,77,169,124,137,101,165,23,24,0
1,14800.0,1,5413,0,8,20,10,5,1,126,44,44,170,11,36,51,166,20,21,0
1,2700.0,1,0,0,9,20,8,6,0,127,75,78,171,125,138,102,167,126,128,0
1,10000.0,3,0,0,9,13,44,6,0,36,29,29,172,126,139,35,168,127,129,0
1,5000.0,1,0,0,9,13,45,6,0,55,29,29,172,126,139,35,168,127,129,0
1,3000.0,1,0,0,9,13,45,6,0,55,29,29,172,126,139,35,168,127,129,0
1,1000.0,3,0,0,9,14,21,6,0,56,41,41,173,127,140,48,169,128,130,0
1,5000.0,1,0,0,9,14,31,6,0,55,29,29,174,128,141,35,170,129,131,0
1,700.0,3,0,0,9,18,9,6,0,98,62,63,175,129,142,80,171,130,132,0
1,1.0,7,9400,0,9,19,31,6,1,128,76,79,176,130,143,103,172,15,15,0
1,5000.0,2,0,0,9,19,26,6,0,129,77,80,177,131,144,104,173,131,133,0
1,5000.0,3,0,0,8,12,35,5,0,95,61,62,167,35,135,79,121,23,24,0
1,300.9,2,4814,0,8,10,6,5,1,24,18,18,178,132,145,24,174,35,36,0
1,29000.0,1,0,0,8,18,59,5,0,87,44,44,179,133,146,71,119,92,92,0
1,2000.0,1,4814,0,8,18,23,5,1,120,44,44,180,134,147,97,77,15,15,0
1,29000.0,1,0,0,8,19,25,5,0,61,44,44,181,133,146,51,77,15,15,0
1,5000.0,1,0,0,8,19,26,5,0,87,44,44,179,133,146,71,119,92,92,0
1,10000.0,1,0,0,8,19,26,5,0,126,44,44,181,133,146,51,166,20,21,0
1,2000.0,1,0,0,8,22,30,5,0,130,78,81,182,135,148,105,175,15,15,0
1,5000.0,6,0,0,9,16,7,6,0,131,79,82,183,136,149,106,176,132,134,0
1,5.0,2,0,0,9,14,25,6,0,132,59,60,121,95,100,77,177,133,135,0
1,20000.0,1,0,0,9,16,48,6,0,133,80,83,184,137,150,107,178,134,136,0
1,20000.0,1,0,0,9,14,6,6,0,36,29,29,43,40,43,35,170,129,131,0
1,100.0,1,0,0,9,17,12,6,0,94,60,61,185,138,151,78,179,135,137,0
1,20000.0,6,0,0,9,15,48,6,0,134,12,84,186,139,152,108,180,23,24,0
1,25000.0,6,0,0,9,15,47,6,0,135,12,84,186,139,152,108,180,23,24,0
1,33000.0,8,0,0,9,22,7,6,0,136,41,41,187,140,153,109,181,136,138,0
1,2000.0,3,0,0,9,19,27,6,0,129,77,80,177,131,144,104,173,131,133,0
1,10000.0,3,0,0,9,19,25,6,0,129,77,80,177,131,144,104,173,131,133,0
1,500.0,2,0,0,8,14,29,5,0,137,74,77,188,141,154,101,165,23,24,0
1,19.0,1,4814,0,8,20,56,5,1,123,1,1,189,43,33,99,162,123,125,0
1,5000.0,1,0,0,8,19,40,5,0,126,44,44,190,142,155,51,166,20,21,0
1,2000.0,1,0,0,8,18,27,5,0,125,74,77,169,124,137,101,165,23,24,0
1,100.0,1,0,0,8,21,8,5,0,131,79,82,183,136,149,106,176,132,134,0
1,100.0,1,0,0,8,21,1,5,0,138,1,1,191,143,156,99,162,123,125,0
1,2000.0,1,0,0,8,21,3,5,0,126,44,44,190,142,155,51,166,20,21,0
1,7000.0,2,5411,0,8,12,23,5,1,139,81,85,192,14,32,110,182,35,36,0
